Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP004373,Female,No,1,Graduate,No,3328.0,0.0,111.9,360.0,0.0,Rural,Y
LP003239,Male,No,0,Graduate,No,5380.0,0.0,148.8,360.0,1.0,Rural,N
LP010073,Male,Yes,0,Graduate,No,5175.0,,107.6,360.0,1.0,Urban,N
LP004265,Male,Yes,2,Not Graduate,No,5472.0,899.0,134.2,120.0,1.0,Urban,Y
LP008810,Male,No,1,Graduate,No,6113.0,1136.0,154.5,180.0,0.0,Urban,Y
LP007547,Female,No,0,Not Graduate,No,3495.0,2233.0,82.4,180.0,1.0,Rural,Y
LP007465,Female,Yes,0,Not Graduate,No,2269.0,2537.0,113.7,360.0,1.0,Urban,Y
LP010155,Female,Yes,0,Graduate,No,2335.0,1685.0,119.6,360.0,1.0,Urban,N
LP004646,Male,Yes,1,Not Graduate,No,1979.0,860.0,133.0,360.0,1.0,Semiurban,Y
LP004944,Male,Yes,1,Graduate,No,3680.0,1963.0,138.2,360.0,1.0,Rural,Y
LP004263,Male,No,1,Not Graduate,No,3866.0,909.0,132.7,360.0,,Rural,Y
LP009862,Male,No,1,Graduate,No,4027.0,2781.0,118.4,240.0,1.0,Rural,Y
LP005454,Male,Yes,0,Graduate,No,4238.0,1600.0,161.6,360.0,1.0,Rural,Y
LP004151,Male,No,1,Not Graduate,No,3271.0,1.0,142.8,360.0,1.0,Rural,Y
LP003721,Male,No,0,Not Graduate,No,4929.0,0.0,138.3,360.0,1.0,Urban,Y
LP010633,Male,Yes,0,Graduate,Yes,3533.0,274.0,104.0,180.0,1.0,Semiurban,Y
LP007170,Male,Yes,1,Graduate,Yes,2780.0,4742.0,51.3,360.0,1.0,Rural,Y
LP007279,Male,Yes,2,Graduate,No,4525.0,3829.0,206.9,360.0,1.0,Rural,Y
LP007151,Male,Yes,1,Graduate,No,4399.0,1927.0,67.7,360.0,1.0,Semiurban,Y
LP006501,Male,No,1,Not Graduate,No,4825.0,1012.0,100.1,360.0,1.0,Urban,Y
LP008016,Male,Yes,1,Graduate,No,1000000.0,1070.0,129.9,360.0,0.0,Semiurban,Y
LP010917,Male,No,2,Not Graduate,No,3679.0,1612.0,81.4,360.0,1.0,Urban,Y
LP003073,Male,No,1,Graduate,No,6429.0,471.0,72.8,360.0,0.0,Rural,N
LP001003,Male,Yes,1,Graduate,No,4583.0,1508.0,128.0,360.0,1.0,Rural,N
LP010339,Male,No,0,Not Graduate,No,5710.0,1630.0,115.7,360.0,0.0,Rural,N
LP006326,Male,No,0,Graduate,No,4973.0,1329.0,96.9,360.0,0.0,Semiurban,N
LP004957,Female,No,2,Not Graduate,No,4033.0,0.0,157.3,360.0,1.0,Rural,Y
LP009843,Female,Yes,1,Graduate,No,5339.0,581.0,151.7,180.0,1.0,Semiurban,Y
LP008240,Male,Yes,2,Graduate,No,2183.0,2394.0,131.7,180.0,1.0,Semiurban,Y
LP004787,Male,Yes,2,Graduate,No,1361.0,1.0,94.9,180.0,1.0,Rural,Y
LP007780,Male,Yes,0,Graduate,Yes,2442.0,2251.0,105.9,360.0,0.0,Semiurban,N
LP007891,Female,Yes,1,Graduate,Yes,1.0,3017.0,156.5,360.0,1.0,Semiurban,Y
LP007674,Male,Yes,0,Not Graduate,No,6261.0,1281.0,149.5,240.0,1.0,Semiurban,Y
LP006384,Male,Yes,0,Graduate,No,5057.0,1882.0,102.7,360.0,1.0,Semiurban,Y
LP007833,Male,No,0,Graduate,No,4074.0,383.0,110.0,120.0,0.0,Urban,Y
LP004612,Male,,0,Not Graduate,No,5342.0,938.0,142.3,360.0,1.0,Semiurban,Y
LP005993,Male,No,1,Graduate,No,4153.0,2576.0,127.7,360.0,1.0,Semiurban,Y
LP004275,Male,Yes,0,Not Graduate,No,4777.0,1000.0,175.6,360.0,1.0,Urban,Y
LP009069,Female,No,2,Graduate,No,3273.0,2896.0,0.0,180.0,1.0,Semiurban,Y
LP003885,Male,No,0,Graduate,No,6041.0,366.0,104.6,360.0,1.0,Semiurban,Y
LP001824,Male,Yes,1,Graduate,No,2882.0,1843.0,123.0,480.0,1.0,Semiurban,Y
LP007274,Male,No,0,Graduate,No,3109.0,2388.0,110.4,300.0,1.0,Rural,N
LP009688,Male,Yes,1,Graduate,No,5307.0,972.0,147.7,360.0,1.0,Semiurban,Y
LP009331,Male,No,0,Graduate,No,2191.0,1291.0,58.5,360.0,1.0,Semiurban,Y
LP001465,Male,Yes,0,Graduate,No,6080.0,2569.0,182.0,360.0,,Rural,N
LP003375,Male,No,0,Graduate,Yes,3673.0,1208.0,123.4,240.0,0.0,Urban,Y
LP004832,Female,Yes,2,Graduate,Yes,1249.0,2732.0,176.5,360.0,1.0,Semiurban,Y
LP006966,Male,Yes,1,Not Graduate,No,3863.0,531.0,88.1,360.0,1.0,Urban,Y
LP002244,Male,Yes,0,Graduate,No,2333.0,2417.0,136.0,360.0,1.0,Urban,Y
LP004481,Male,Yes,0,Graduate,No,4937.0,962.0,132.7,180.0,1.0,Semiurban,N
LP007070,Male,No,1,Graduate,No,3961.0,759.0,161.8,360.0,1.0,Semiurban,Y
LP009810,Male,No,1,Graduate,No,2903.0,1609.0,160.8,360.0,1.0,Rural,Y
LP003485,Male,Yes,1,Graduate,No,3160.0,1752.0,131.2,360.0,1.0,Urban,Y
LP009387,Female,No,0,Not Graduate,No,468.0,2804.0,102.2,360.0,1.0,Urban,Y
LP010221,Male,No,0,Graduate,Yes,4951.0,0.0,104.0,360.0,1.0,Rural,Y
LP010107,Male,Yes,0,Graduate,No,4998.0,2734.0,67.9,360.0,1.0,Semiurban,N
LP003229,Male,Yes,2,Graduate,Yes,4007.0,2917.0,157.3,360.0,1.0,Rural,Y
LP005642,Male,Yes,0,Graduate,No,3439.0,1414.0,148.3,360.0,0.0,Semiurban,Y
LP003811,Male,Yes,1,Graduate,No,2619.0,0.0,91.9,240.0,1.0,Rural,Y
LP003980,Male,Yes,0,Graduate,No,5254.0,1870.0,152.5,360.0,1.0,Rural,Y
LP010011,Female,No,1,Graduate,No,3735.0,2232.0,96.7,180.0,1.0,Semiurban,Y
LP008895,Male,No,0,Graduate,No,4439.0,1399.0,,240.0,1.0,Semiurban,Y
LP004345,Male,Yes,0,Graduate,Yes,3491.0,1259.0,152.5,360.0,1.0,Rural,Y
LP007176,Female,No,0,Graduate,No,2949.0,2542.0,134.7,180.0,0.0,Rural,N
LP003230,Male,No,0,Graduate,No,3064.0,1281.0,133.5,240.0,1.0,Rural,Y
LP010033,Male,Yes,3+,Graduate,No,3072.0,3156.0,103.2,360.0,1.0,Semiurban,Y
LP003053,Male,Yes,0,Graduate,Yes,4552.0,1127.0,123.6,240.0,1.0,Rural,Y
LP006487,Female,No,0,Graduate,No,2609.0,1786.0,155.4,360.0,1.0,Rural,Y
LP004025,Male,Yes,0,Graduate,No,3915.0,2143.0,187.2,360.0,1.0,Urban,Y
LP010892,Male,Yes,0,Graduate,No,1272.0,0.0,64.7,120.0,1.0,Semiurban,Y
LP009363,Male,Yes,2,Graduate,No,5766.0,167.0,97.5,360.0,1.0,Rural,Y
LP002933,,No,3+,Graduate,Yes,9357.0,0.0,292.0,360.0,1.0,Semiurban,Y
LP008060,Female,Yes,2,Graduate,Yes,4191.0,896.0,194.8,360.0,1.0,Semiurban,Y
LP006840,Female,Yes,1,Graduate,No,2441.0,2221.0,123.9,360.0,1.0,Urban,Y
LP006146,Male,No,1,Graduate,Yes,5994.0,2179.0,125.8,360.0,1.0,Semiurban,Y
LP003296,Male,Yes,0,Graduate,No,4642.0,3346.0,111.2,180.0,1.0,Semiurban,Y
LP008063,Male,Yes,0,Graduate,No,3191.0,0.0,143.8,360.0,1.0,Rural,Y
LP009583,Male,Yes,1,Graduate,No,4401.0,1397.0,125.5,360.0,1.0,Urban,Y
LP005289,Male,Yes,1,Graduate,Yes,4269.0,25.0,183.7,360.0,1.0,Urban,Y
LP009161,Male,Yes,1,Graduate,No,5986.0,2227.0,131.0,360.0,1.0,Urban,Y
LP008557,Female,Yes,1,Not Graduate,No,4208.0,526.0,129.5,300.0,1.0,Semiurban,Y
LP007789,Male,Yes,0,Graduate,No,4208.0,1350.0,118.7,240.0,1.0,Urban,Y
LP006958,Male,No,2,Graduate,No,2949.0,0.0,117.3,360.0,1.0,Rural,Y
LP010808,Male,No,0,Graduate,No,0.0,1642.0,155.2,360.0,1.0,Semiurban,Y
LP005660,Female,Yes,0,Graduate,No,1586.0,2030.0,124.7,240.0,1.0,Urban,Y
LP010707,Male,Yes,1,Graduate,No,4459.0,953.0,124.0,360.0,1.0,Semiurban,Y
LP007982,Male,Yes,0,Graduate,No,4689.0,1778.0,51.0,180.0,1.0,Rural,Y
LP003971,Male,Yes,0,Not Graduate,Yes,2892.0,1205.0,109.6,360.0,1.0,Urban,Y
LP008450,Female,No,1,Graduate,No,1950.0,2485.0,139.7,360.0,1.0,Urban,Y
LP006386,Male,Yes,0,Graduate,No,4943.0,0.0,83.1,360.0,1.0,Urban,Y
LP004358,Male,No,2,Graduate,No,3581.0,1677.0,153.2,360.0,1.0,Urban,Y
LP003903,Male,Yes,0,Graduate,No,3191.0,3922.0,144.9,360.0,1.0,Urban,Y
LP006596,Male,Yes,0,Not Graduate,No,2110.0,528.0,107.6,300.0,1.0,Semiurban,Y
LP006640,Male,Yes,0,Not Graduate,No,3399.0,3089.0,49.4,240.0,1.0,Rural,Y
LP010480,Male,No,1,Graduate,No,3231.0,1523.0,189.2,360.0,1.0,Urban,Y
LP008324,Male,Yes,2,Graduate,No,5028.0,1129.0,81.4,360.0,1.0,Semiurban,Y
LP007565,Male,No,0,Graduate,Yes,5248.0,1944.0,91.3,360.0,1.0,Semiurban,N
LP007536,Male,Yes,0,Graduate,No,4130.0,782.0,86.9,180.0,1.0,Semiurban,Y
LP003297,Male,No,3+,Not Graduate,No,5548.0,2887.0,134.6,360.0,1.0,Urban,Y
LP002734,Male,Yes,0,Graduate,No,6133.0,3906.0,324.0,360.0,1.0,Urban,Y
LP010665,Male,No,2,Graduate,No,3086.0,1642.0,127.8,240.0,1.0,Urban,N
LP009578,Male,Yes,2,Graduate,No,3868.0,426.0,85.1,300.0,1.0,Semiurban,N
LP009986,Male,Yes,0,Graduate,No,1709.0,0.0,117.1,360.0,1.0,Urban,Y
LP009068,Male,No,0,Graduate,No,6239.0,0.0,151.8,120.0,1.0,Urban,Y
LP005432,Male,No,1,Not Graduate,No,5047.0,2552.0,128.5,360.0,1.0,Urban,N
LP005979,Male,Yes,0,Graduate,No,4436.0,2092.0,98.4,360.0,1.0,Semiurban,Y
LP010733,Male,No,2,Graduate,No,5201.0,925.0,156.6,360.0,1.0,Urban,Y
LP005334,Male,Yes,0,Graduate,No,2803.0,14.0,136.7,360.0,0.0,Semiurban,N
LP009706,Male,Yes,1,Graduate,No,4805.0,1807.0,147.4,120.0,1.0,Semiurban,Y
LP009158,Male,Yes,0,Graduate,No,4693.0,777.0,127.4,360.0,1.0,Rural,Y
LP009214,Male,No,3+,Graduate,No,2189.0,0.0,87.0,360.0,1.0,Semiurban,Y
LP010519,Male,No,0,Graduate,Yes,4889.0,0.0,83.2,360.0,1.0,Urban,Y
LP006426,Male,Yes,0,Graduate,No,3494.0,1653.0,126.9,240.0,1.0,Urban,Y
LP005849,Male,Yes,0,Graduate,No,2100.0,1248.0,177.7,360.0,1.0,Urban,Y
LP004514,Male,Yes,0,Graduate,Yes,5673.0,0.0,184.5,360.0,1.0,Urban,Y
LP003335,Male,No,0,Graduate,No,3253.0,1390.0,163.4,360.0,1.0,Rural,Y
LP010855,Male,Yes,0,Graduate,No,2005.0,505.0,102.2,240.0,1.0,Rural,Y
LP009014,Male,Yes,0,Graduate,No,2944.0,704.0,119.5,360.0,1.0,Semiurban,Y
LP004278,Male,No,0,Graduate,No,4757.0,1180.0,131.8,180.0,1.0,Semiurban,Y
LP010540,Male,Yes,2,Graduate,No,1155.0,1604.0,157.3,360.0,1.0,Urban,Y
LP009526,Male,No,0,Graduate,No,3716.0,2459.0,168.7,360.0,1.0,Semiurban,Y
LP010506,Male,Yes,1,Graduate,No,3461.0,1387.0,57.7,240.0,0.0,Urban,N
LP007873,Male,Yes,2,Not Graduate,No,4401.0,1848.0,127.6,360.0,1.0,Urban,Y
LP004474,Female,Yes,0,Graduate,No,3788.0,0.0,96.8,360.0,1.0,Semiurban,Y
LP007983,Female,Yes,1,Graduate,No,5719.0,1865.0,129.4,360.0,1.0,Semiurban,Y
LP009716,Male,No,0,Graduate,No,4238.0,0.0,63.6,360.0,1.0,Semiurban,N
LP007008,Male,Yes,1,Graduate,No,3408.0,2151.0,120.6,180.0,1.0,Semiurban,Y
LP003025,Male,No,0,Graduate,No,1000000.0,2587.0,150.4,360.0,1.0,Semiurban,Y
LP007029,Male,Yes,0,Graduate,No,5893.0,2827.0,124.9,360.0,1.0,Semiurban,Y
LP001699,Male,No,0,Graduate,No,2479.0,0.0,59.0,360.0,1.0,Urban,Y
LP008545,Male,No,0,Not Graduate,No,2873.0,817.0,116.0,,1.0,Semiurban,Y
LP002050,Male,Yes,1,Graduate,Yes,10000.0,0.0,155.0,360.0,1.0,Rural,N
LP003100,Male,No,1,Graduate,No,5292.0,0.0,181.8,240.0,0.0,Rural,N
LP008340,Male,Yes,2,Graduate,Yes,4323.0,1683.0,84.9,240.0,1.0,Urban,Y
LP003712,Male,Yes,2,Graduate,No,939.0,0.0,112.0,360.0,1.0,Urban,N
LP008389,Male,Yes,0,Graduate,No,6087.0,0.0,154.9,360.0,1.0,Semiurban,Y
LP005271,Male,Yes,0,Not Graduate,No,3095.0,639.0,63.4,360.0,1.0,Semiurban,Y
LP008735,Male,Yes,0,Graduate,No,893.0,1593.0,83.3,360.0,1.0,Urban,Y
LP004508,Male,Yes,1,Graduate,No,4326.0,329.0,0.0,360.0,1.0,Urban,Y
LP006145,Female,No,0,Not Graduate,Yes,3618.0,2390.0,105.3,360.0,1.0,Rural,Y
LP001325,Male,No,0,Not Graduate,No,3620.0,0.0,25.0,120.0,1.0,Semiurban,Y
LP009463,Female,Yes,1,Graduate,No,4185.0,1407.0,118.6,360.0,1.0,Urban,Y
LP010900,Male,No,2,Graduate,No,2819.0,1000.0,125.0,360.0,1.0,Urban,Y
LP001891,Male,Yes,0,Graduate,No,11146.0,0.0,136.0,360.0,1.0,Urban,Y
LP009637,Female,Yes,2,Graduate,No,5847.0,3076.0,114.8,360.0,1.0,Semiurban,N
LP007103,Male,No,1,Not Graduate,No,2014.0,2206.0,67.2,360.0,1.0,Semiurban,Y
LP010518,Male,Yes,0,Graduate,No,4217.0,1805.0,119.8,360.0,1.0,Semiurban,N
LP006287,Male,No,0,Graduate,No,3586.0,2188.0,202.9,360.0,1.0,Semiurban,N
LP010661,Female,No,0,Not Graduate,Yes,3076.0,2454.0,104.0,360.0,1.0,Rural,Y
LP009389,Female,No,0,Graduate,No,4026.0,840.0,102.5,360.0,1.0,Urban,Y
LP010713,Male,No,0,Graduate,No,5145.0,922.0,196.4,360.0,1.0,Rural,Y
LP007225,Female,Yes,1,Not Graduate,Yes,5160.0,0.0,125.3,120.0,0.0,Semiurban,Y
LP005690,Male,Yes,2,Graduate,No,3668.0,2257.0,169.0,360.0,0.0,Rural,N
LP003989,Male,No,3+,Graduate,No,3068.0,2223.0,92.9,360.0,0.0,Urban,N
LP010306,Male,No,0,Graduate,No,3668.0,0.0,67.1,360.0,1.0,Semiurban,Y
LP010383,Male,Yes,0,Graduate,No,5480.0,2019.0,195.3,360.0,1.0,Rural,Y
LP003326,Male,No,0,Graduate,No,6071.0,1384.0,113.3,360.0,1.0,Semiurban,Y
LP003816,Male,Yes,0,Graduate,No,4664.0,78.0,133.6,360.0,0.0,Urban,Y
LP004135,Male,Yes,1,Not Graduate,No,4766.0,4083.0,105.8,360.0,1.0,Urban,Y
LP005802,Female,Yes,0,Graduate,No,4090.0,258.0,74.9,360.0,1.0,Rural,Y
LP009759,Male,No,0,Not Graduate,Yes,4671.0,543.0,155.2,180.0,1.0,Urban,Y
LP004434,Male,Yes,0,Graduate,No,3888.0,0.0,152.3,120.0,1.0,Rural,Y
LP010923,Male,Yes,2,Not Graduate,No,3720.0,2644.0,171.3,360.0,1.0,Urban,Y
LP006749,Male,No,0,Graduate,Yes,4123.0,2559.0,138.0,300.0,1.0,Rural,Y
LP008595,Male,No,0,Graduate,No,4772.0,3078.0,146.0,360.0,1.0,Semiurban,Y
LP002366,Male,Yes,0,Graduate,No,2666.0,4300.0,121.0,360.0,1.0,Rural,Y
LP003454,Male,No,0,Graduate,No,4914.0,1510.0,130.5,360.0,1.0,Urban,Y
LP009666,Male,Yes,1,Graduate,No,6543.0,2929.0,142.5,360.0,1.0,Urban,Y
LP007673,Male,Yes,0,Not Graduate,No,3828.0,2583.0,125.1,300.0,0.0,Rural,N
LP007293,Male,Yes,0,Graduate,Yes,2660.0,912.0,160.4,360.0,1.0,Urban,Y
LP003318,Male,No,0,Not Graduate,No,2455.0,0.0,83.4,240.0,1.0,Semiurban,Y
LP009947,Male,Yes,0,Graduate,No,4234.0,1331.0,131.6,360.0,1.0,Semiurban,N
LP007477,Male,Yes,0,Graduate,No,3301.0,567.0,77.7,360.0,1.0,Urban,Y
LP008654,Female,No,1,Graduate,No,5379.0,911.0,201.6,360.0,1.0,Rural,N
LP008997,Male,No,1,Graduate,No,3572.0,848.0,129.8,360.0,1.0,Semiurban,Y
LP003120,Male,No,3+,Not Graduate,No,2776.0,1639.0,141.3,300.0,1.0,Urban,Y
LP005111,Male,Yes,1,Graduate,No,6804.0,1350.0,127.0,360.0,1.0,Semiurban,Y
LP010859,Male,Yes,1,Graduate,No,2894.0,1011.0,114.4,240.0,1.0,Semiurban,Y
LP008329,Female,Yes,0,Not Graduate,No,2209.0,0.0,97.1,360.0,1.0,Rural,Y
LP007353,Male,Yes,0,Graduate,Yes,2092.0,0.0,127.1,360.0,1.0,Urban,Y
LP007724,Male,Yes,3+,Graduate,No,2775.0,1348.0,160.2,360.0,1.0,Semiurban,Y
LP009095,Female,No,0,Graduate,No,4283.0,2199.0,130.6,360.0,1.0,Semiurban,N
LP009633,Male,No,1,Graduate,Yes,4301.0,1418.0,121.6,360.0,1.0,Rural,Y
LP003599,Male,No,0,Not Graduate,No,1625.0,739.0,146.4,240.0,1.0,Rural,Y
LP005459,Male,Yes,2,Graduate,No,5552.0,878.0,51.0,360.0,1.0,Semiurban,Y
LP003125,Female,No,0,Not Graduate,No,4536.0,735.0,142.8,240.0,1.0,Urban,Y
LP007986,Male,No,1,Graduate,No,4783.0,660.0,179.1,300.0,1.0,Semiurban,Y
LP008188,Female,No,2,Graduate,No,3360.0,1472.0,103.6,360.0,1.0,Urban,Y
LP005567,Male,Yes,0,Graduate,No,723.0,3007.0,85.9,360.0,1.0,Semiurban,Y
LP005022,Male,Yes,2,Not Graduate,No,1308.0,381.0,136.5,120.0,1.0,,Y
LP004320,Male,Yes,2,Graduate,No,3424.0,668.0,227.4,300.0,1.0,Semiurban,Y
LP010700,Male,Yes,0,Graduate,No,3893.0,2054.0,194.6,360.0,0.0,Semiurban,Y
LP006666,Male,Yes,0,Graduate,Yes,3687.0,1809.0,,360.0,1.0,Semiurban,Y
LP007415,Male,No,0,Graduate,No,2252.0,1115.0,153.9,240.0,1.0,Rural,Y
LP002317,Male,Yes,3+,Graduate,No,81000.0,0.0,360.0,360.0,0.0,Rural,N
LP004690,Female,Yes,1,Graduate,No,4017.0,1848.0,174.5,180.0,0.0,Urban,Y
LP007988,Male,Yes,0,Graduate,No,5210.0,975.0,75.7,360.0,1.0,Semiurban,Y
LP002444,Male,No,1,Not Graduate,Yes,2769.0,1542.0,190.0,360.0,,Semiurban,N
LP003176,Male,Yes,1,Graduate,No,3767.0,1481.0,152.8,360.0,1.0,Rural,Y
LP006489,Male,No,2,Graduate,No,2337.0,1844.0,116.2,360.0,1.0,Urban,Y
LP010836,Male,Yes,2,Graduate,No,4950.0,0.0,108.6,360.0,1.0,Urban,Y
LP007287,Male,No,2,Graduate,No,3896.0,976.0,89.7,300.0,1.0,Urban,Y
LP010431,Male,No,0,Graduate,Yes,3410.0,1644.0,114.6,360.0,1.0,Urban,Y
LP009115,Male,Yes,3+,Not Graduate,No,2196.0,1041.0,137.9,180.0,1.0,Semiurban,Y
LP009024,Male,Yes,2,Graduate,No,3928.0,0.0,140.9,360.0,1.0,Urban,Y
LP010482,Male,Yes,0,Not Graduate,No,2153.0,1435.0,176.8,360.0,1.0,Rural,Y
LP010596,Male,Yes,2,Graduate,No,4331.0,0.0,138.2,360.0,1.0,Semiurban,Y
LP010523,Male,No,0,Graduate,Yes,3276.0,1322.0,136.1,180.0,1.0,Rural,Y
LP005974,Male,No,0,Graduate,No,4057.0,2023.0,194.7,360.0,1.0,Rural,Y
LP001520,Male,Yes,0,Graduate,No,4860.0,830.0,125.0,360.0,1.0,Semiurban,Y
LP008579,Male,No,0,Not Graduate,No,4956.0,1237.0,86.6,360.0,1.0,Rural,Y
LP010599,Male,No,0,Not Graduate,No,4089.0,1096.0,107.5,240.0,1.0,Rural,Y
LP005293,Male,Yes,1,Graduate,No,2850.0,835.0,162.8,360.0,1.0,Semiurban,Y
LP010989,Male,Yes,0,Graduate,No,3163.0,1291.0,157.4,360.0,1.0,Semiurban,Y
LP007880,Male,Yes,0,Graduate,Yes,3119.0,1015.0,139.4,240.0,1.0,Semiurban,N
LP010778,Male,No,0,Graduate,No,6798.0,802.0,212.4,180.0,1.0,Semiurban,Y
LP001028,Male,Yes,2,Graduate,No,3073.0,8106.0,200.0,360.0,1.0,Urban,Y
LP003304,Male,Yes,0,Graduate,No,4689.0,1702.0,146.4,120.0,0.0,Semiurban,N
LP008228,Female,Yes,0,Graduate,No,5442.0,0.0,181.9,360.0,1.0,Rural,Y
LP006217,Male,No,1,Not Graduate,No,4649.0,2581.0,103.6,360.0,1.0,Urban,N
LP010612,Male,Yes,1,Graduate,No,3003.0,237.0,130.8,360.0,1.0,Rural,Y
LP008522,Female,Yes,0,Graduate,No,3866.0,0.0,135.6,360.0,1.0,Urban,N
LP010885,Male,Yes,1,Graduate,No,3057.0,0.0,144.9,180.0,0.0,Rural,N
LP006629,Male,Yes,0,Graduate,No,3556.0,4530.0,131.1,360.0,1.0,Urban,Y
LP005852,Male,Yes,0,Graduate,No,4918.0,1076.0,131.5,180.0,1.0,Semiurban,Y
LP005787,Male,No,0,Graduate,No,4138.0,2437.0,109.9,360.0,1.0,Semiurban,Y
LP008867,Male,Yes,2,Not Graduate,No,5255.0,768.0,114.2,360.0,1.0,Urban,Y
LP010943,Male,Yes,0,Not Graduate,No,3936.0,2034.0,172.9,360.0,1.0,Semiurban,N
LP009672,Male,No,2,Graduate,No,2307.0,615.0,165.0,300.0,1.0,Urban,Y
LP003867,Male,Yes,1,Graduate,Yes,4687.0,3847.0,151.7,240.0,1.0,Rural,Y
LP005521,Male,No,0,Not Graduate,No,4960.0,616.0,132.3,360.0,0.0,Semiurban,Y
LP010194,Male,No,0,Graduate,No,3331.0,353.0,129.5,180.0,1.0,Urban,Y
LP007168,Female,No,1,Graduate,No,4401.0,2252.0,122.9,360.0,1.0,Semiurban,Y
LP001637,Male,Yes,1,Graduate,No,33846.0,0.0,260.0,360.0,1.0,Semiurban,N
LP010912,Male,No,0,Graduate,No,4756.0,505.0,160.0,180.0,1.0,Rural,Y
LP003521,Female,No,0,Graduate,Yes,3752.0,2041.0,75.5,360.0,1.0,Urban,Y
LP003159,Male,No,3+,Graduate,Yes,2755.0,1458.0,70.0,360.0,1.0,Semiurban,N
LP010084,Male,Yes,2,Graduate,No,4681.0,737.0,148.7,360.0,0.0,Rural,Y
LP005033,Male,Yes,0,Graduate,Yes,4780.0,1841.0,163.7,240.0,1.0,Semiurban,Y
LP007552,Male,Yes,0,Graduate,No,2678.0,1444.0,105.2,360.0,1.0,Semiurban,Y
LP005167,Male,Yes,1,Graduate,No,4745.0,1644.0,120.1,360.0,1.0,Semiurban,Y
LP009591,Male,Yes,0,Not Graduate,No,2655.0,219.0,146.4,360.0,1.0,Urban,N
LP006391,Male,Yes,3+,Graduate,Yes,5023.0,2779.0,113.1,360.0,1.0,Rural,Y
LP010734,Female,Yes,2,Graduate,No,3135.0,2340.0,179.9,360.0,1.0,Semiurban,Y
LP008443,Male,Yes,0,Graduate,No,4411.0,243.0,120.3,240.0,0.0,Semiurban,N
LP004342,Female,Yes,0,Graduate,No,2960.0,1146.0,101.6,360.0,1.0,Semiurban,Y
LP005940,Male,Yes,2,Graduate,No,4920.0,456.0,159.8,360.0,1.0,Semiurban,Y
LP007376,Male,Yes,2,Graduate,No,5489.0,3238.0,138.5,240.0,1.0,Rural,Y
LP004415,Male,No,2,Graduate,No,4310.0,1323.0,88.2,180.0,0.0,Rural,Y
LP006011,Female,Yes,2,Graduate,Yes,5474.0,979.0,203.0,360.0,1.0,Urban,Y
LP009655,Male,Yes,0,Graduate,No,2916.0,613.0,115.4,360.0,1.0,Rural,Y
LP002068,Male,No,0,Graduate,No,4917.0,0.0,130.0,360.0,0.0,Rural,Y
LP006338,Male,Yes,0,Graduate,No,4216.0,3518.0,127.2,240.0,0.0,Urban,Y
LP008159,Female,No,0,Graduate,No,2723.0,1807.0,102.8,360.0,1.0,Semiurban,Y
LP004926,Female,Yes,0,Graduate,No,3733.0,1555.0,153.0,360.0,0.0,Urban,N
LP008344,Male,No,2,Not Graduate,No,3329.0,3957.0,117.7,360.0,1.0,Rural,Y
LP004067,Female,Yes,2,Graduate,No,3615.0,2876.0,100.1,360.0,1.0,Urban,Y
LP003737,Male,Yes,1,Graduate,No,3593.0,2997.0,77.8,360.0,1.0,Semiurban,Y
LP007165,Male,Yes,0,Graduate,No,4278.0,576.0,207.3,360.0,1.0,Rural,Y
LP001734,Female,Yes,2,Graduate,No,4283.0,2383.0,127.0,360.0,,Semiurban,Y
LP003470,Male,Yes,1,Graduate,No,6306.0,1404.0,90.0,360.0,1.0,Urban,Y
LP007418,Male,Yes,1,Graduate,No,4216.0,757.0,125.7,360.0,1.0,Semiurban,Y
LP008569,Male,No,2,Graduate,No,1784.0,0.0,73.1,360.0,1.0,Semiurban,Y
LP009978,Male,Yes,1,Graduate,No,2199.0,3036.0,144.1,300.0,0.0,Urban,N
LP007572,Male,Yes,0,Graduate,No,3750.0,2112.0,160.1,360.0,1.0,Semiurban,Y
LP007593,Female,No,3+,Graduate,No,5163.0,95.0,148.0,360.0,1.0,Urban,Y
LP010161,Male,No,0,Graduate,No,2143.0,1569.0,130.0,360.0,1.0,Urban,Y
LP007397,Male,No,0,Graduate,No,3673.0,2092.0,176.1,360.0,1.0,Rural,Y
LP005584,Male,Yes,0,Graduate,No,4057.0,0.0,164.1,360.0,1.0,Semiurban,N
LP007393,Male,Yes,0,Not Graduate,No,3075.0,916.0,167.1,240.0,1.0,Semiurban,Y
LP009393,Male,No,0,Not Graduate,No,4911.0,668.0,128.8,120.0,1.0,Urban,Y
LP003677,Male,Yes,2,Graduate,No,2854.0,1278.0,172.1,360.0,1.0,Semiurban,Y
LP009751,Female,Yes,0,Graduate,No,4514.0,2363.0,70.6,180.0,1.0,Rural,N
LP003598,Male,Yes,0,Graduate,,3895.0,3195.0,107.2,360.0,1.0,Rural,N
LP010140,Female,Yes,0,Graduate,Yes,3132.0,0.0,143.7,360.0,0.0,Rural,Y
LP006979,Female,Yes,0,Graduate,No,5624.0,2999.0,193.3,360.0,1.0,Semiurban,Y
LP004012,Female,Yes,1,Graduate,No,5181.0,1898.0,70.9,360.0,1.0,Rural,Y
LP002097,Male,No,1,Graduate,No,4384.0,1793.0,117.0,360.0,1.0,Urban,Y
